3073,85,-4736,4.0
4486,37,-6773,3.5
6773,37,-4276,3.5
6927,37,-3257,3.5
4659,30,-6880,4.0
4661,30,-6158,4.0
3881,85,-7187,4.0
-2002,37,-2659,4.0
-588,38,-2278,4.0
6704,37,-1125,4.0
4506,37,-7348,4.0
3231,85,-7190,4.0
5171,37,-5829,3.5
3076,85,-5096,4.0
5717,37,-5334,3.5
22,38,-2278,4.0
49,38,-5047,4.0
5818,37,-4276,3.5
5749,37,-1125,4.0
49,37,-4736,4.0
-1026,38,-2278,4.0
-1693,37,-2278,4.0
-1331,38,-2281,4.0
6930,37,-1696,4.0
-2006,37,-3037,4.0
-2006,37,-3254,4.0
-2002,37,-2876,4.0
4506,37,-7782,4.0
3076,85,-5530,4.0
5717,37,-5768,3.5
3073,85,-4953,4.0
-638,37,-4327,4.0
-1598,37,-2282,4.0
2806,44,-3028,3.5
-1126,37,-4327,4.0
4489,37,-5907,3.5
4486,37,-6990,3.5
4885,37,-5826,3.5
-682,37,-4323,4.0
-2002,37,-4182,4.0
2182,39,-2358,3.5
6930,37,-2824,3.5
4661,30,-6375,4.0
-2000,37,-4327,4.0
4506,37,-7565,4.0
6930,37,-4087,3.5
-1214,37,-4323,4.0
5717,37,-5551,3.5
-1107,38,-2278,4.0
-2006,37,-2514,4.0
49,38,-5264,4.0
3076,85,-5313,4.0
49,38,-5698,4.0
3076,85,-5747,4.0
2968,44,-3028,3.5
4489,37,-6341,3.5
6811,37,-4273,3.5
4506,37,-8379,4.0
603,38,-2281,4.0
3250,85,-7187,4.0
5209,37,-5826,3.5
4506,37,-7999,4.0
2583,46,-3238,3.5
5856,37,-4273,3.5
-2006,37,-2731,4.0
5714,37,-4325,3.5
3073,85,-5170,4.0
4864,37,-5829,3.5
-1207,37,-4327,4.0
-197,37,-4327,4.0
49,38,-5481,4.0
5442,37,-1125,4.0
4489,37,-6124,3.5
3091,44,-3086,3.5
6930,37,-1173,4.0
6927,37,-3474,3.5
4661,30,-6592,4.0
3717,85,-7190,4.0
48,68,-6366,4.0
2534,40,-2835,3.5
6927,37,-3691,3.5
2785,44,-3031,3.5
5714,37,-4759,3.5
-862,38,-2281,4.0
3073,85,-5604,4.0
3076,85,-3767,4.0
6790,37,-4276,3.5
3076,85,-5964,4.0
5188,37,-5829,3.5
49,38,-5915,4.0
-1936,37,-2278,4.0
5835,37,-4276,3.5
4489,37,-6558,3.5
3412,85,-7187,4.0
2484,39,-3028,3.5
45,37,-4363,4.0
5766,37,-1125,4.0
2179,39,-2395,3.5
6930,37,-1913,4.0
4659,30,-5005,4.0
-2006,37,-3471,4.0
-2002,37,-3093,4.0
4506,37,-8240,4.0
6721,37,-1125,4.0
2182,39,-2575,3.5
6930,37,-3041,3.5
4661,30,-6809,4.0
3073,85,-5387,4.0
5714,37,-4542,3.5
339,38,-2281,4.0
-750,38,-2278,4.0
2947,44,-3031,3.5
2179,39,-2612,3.5
4659,30,-5439,4.0
-2006,37,-3688,4.0
3879,85,-7190,4.0
-2002,37,-3310,4.0
-494,37,-4327,4.0
4510,37,-7206,4.0
3076,63,-3424,1.0
3073,85,-6177,4.0
-1350,38,-2278,4.0
2182,39,-2792,3.5
4902,37,-5826,3.5
6930,37,-3258,3.5
5714,37,-4976,3.5
-520,37,-4323,4.0
-913,37,-4327,4.0
49,38,-6132,4.0
45,38,-5247,4.0
4489,37,-6775,3.5
-253,38,-2281,4.0
4510,37,-8529,4.0
-957,37,-4323,4.0
-1676,37,-4327,4.0
45,37,-4580,4.0
3088,44,-3123,3.5
4510,37,-7345,4.0
3233,85,-7187,4.0
5175,37,-5826,3.5
283,38,-2278,4.0
3076,85,-6537,4.0
-1764,37,-4323,4.0
2301,39,-3031,3.5
5822,37,-4273,3.5
3073,85,-3804,4.0
-1431,38,-2278,4.0
5873,37,-4273,3.5
45,38,-5681,4.0
6927,37,-2823,3.5
4659,30,-6012,4.0
4661,30,-5290,4.0
-1757,37,-4327,4.0
4881,37,-5829,3.5
4259,85,-7190,4.0
4510,37,-7779,4.0
3076,85,-6971,4.0
5226,37,-5826,3.5
45,38,-5108,4.0
5714,37,-5549,3.5
5717,37,-4466,3.5
6930,37,-1390,4.0
2463,39,-3031,3.5
-225,38,-2278,4.0
-1845,37,-4323,4.0
4486,37,-5905,3.5
3073,85,-6038,4.0
3076,85,-3984,4.0
6687,37,-1125,4.0
3076,85,-6398,4.0
-1841,37,-2282,4.0
6927,37,-4086,3.5
3248,85,-7190,4.0
5205,37,-5829,3.5
45,38,-5542,4.0
5717,37,-4900,3.5
5550,37,-5826,3.5
5852,37,-4276,3.5
5425,37,-1125,4.0
4486,37,-6339,3.5
-2002,37,-3527,4.0
4510,37,-7640,4.0
3076,85,-6832,4.0
-1922,37,-2282,4.0
2179,39,-2829,3.5
6930,37,-2212,4.0
4659,30,-5873,4.0
4661,30,-5151,4.0
-2006,37,-3905,4.0
3073,63,-3461,1.0
3073,85,-6611,4.0
3076,85,-4445,4.0
2182,39,-3009,3.5
6930,37,-3475,3.5
5714,37,-5410,3.5
5717,37,-4327,3.5
5717,37,-4761,3.5
-1133,37,-4323,4.0
4486,37,-6200,3.5
3073,85,-4519,4.0
3410,85,-7190,4.0
3719,85,-7187,4.0
6449,37,-4276,3.5
3073,85,-7045,4.0
3076,85,-4879,4.0
6794,37,-4273,3.5
420,38,-2281,4.0
6930,37,-3692,3.5
3073,85,-4021,4.0
45,38,-6115,4.0
3073,85,-6472,4.0
3076,85,-4306,4.0
6927,37,-3040,3.5
4659,30,-6446,4.0
4661,30,-5724,4.0
4510,37,-8234,4.0
49,37,-4519,4.0
-122,37,-4327,4.0
4510,37,-8390,4.0
6927,37,-3079,3.5
4506,37,-7921,4.0
3267,85,-7187,4.0
49,37,-4597,4.0
5243,37,-5826,3.5
4661,30,-6514,4.0
3073,85,-5092,4.0
3073,85,-6906,4.0
3076,85,-4740,4.0
364,38,-2278,4.0
6346,37,-1125,4.0
4506,37,-8535,4.0
4813,37,-5829,3.5
49,38,-5403,4.0
-413,37,-4327,4.0
4489,37,-6046,3.5
653,38,-2278,4.0
45,38,-5976,4.0
5391,37,-1125,4.0
-2006,37,-3215,4.0
6930,37,-2429,4.0
-2006,37,-4148,4.0
-2002,37,-2837,4.0
-751,37,-4327,4.0
4506,37,-7704,4.0
-2002,37,-3744,4.0
6930,37,-1785,4.0
4510,37,-8074,4.0
49,37,-4380,4.0
6930,37,-4217,3.5
-435,37,-4323,4.0
3073,85,-4163,4.0
5717,37,-5690,3.5
3076,85,-5886,4.0
6670,37,-1125,4.0
3214,85,-7190,4.0
-2006,37,-3076,4.0
-2002,37,-2698,4.0
3091,44,-3264,4.0
6930,37,-1262,4.0
4506,37,-7426,4.0
-275,38,-2278,4.0
5715,37,-1125,4.0
4659,30,-6741,4.0
4661,30,-6019,4.0
-26,38,-2281,4.0
2179,39,-2356,3.5
4659,30,-4927,4.0
5800,37,-1125,4.0
-2006,37,-2336,4.0
6930,37,-3002,3.5
6930,37,-3909,3.5
3073,85,-7123,4.0
3076,85,-4957,4.0
5714,37,-4464,3.5
5717,37,-5195,3.5
3073,85,-5309,4.0
49,38,-4908,4.0
4486,37,-6634,4.0
716,38,-2281,4.0
-912,38,-2278,4.0
-1433,37,-4327,4.0
3702,85,-7187,4.0
6415,37,-4276,3.5
45,38,-6193,4.0
-1579,38,-2282,4.0
4506,37,-5829,3.5
4506,37,-7643,4.0
2182,39,-2753,3.5
6124,37,-1125,4.0
3076,85,-6103,4.0
49,38,-6054,4.0
-538,38,-2281,4.0
4489,37,-6697,3.5
3864,85,-7187,4.0
45,37,-4502,4.0
6824,37,-4276,3.5
4659,30,-5144,4.0
31,37,-4323,4.0
4661,30,-6236,4.0
3073,85,-4814,4.0
-975,38,-2281,4.0
-2010,37,-4292,4.0
5567,37,-5826,3.5
5717,37,-5412,3.5
5869,37,-4276,3.5
6927,37,-3652,3.5
49,38,-5125,4.0
3429,85,-7187,4.0
5714,37,-4681,3.5
4486,37,-6851,3.5
6739,37,-4276,3.5
3091,44,-3125,3.5
2220,38,-2436,3.5
6927,37,-2606,3.5
4830,37,-5829,3.5
6927,37,-3513,3.5
45,38,-5030,4.0
3073,85,-5960,4.0
3076,85,-3945,4.0
3076,85,-5608,4.0
2305,39,-3028,3.5
3073,85,-5031,4.0
2789,44,-3028,3.5
6453,37,-4273,3.5
49,38,-6271,4.0
4489,59,-7146,4.0
4489,37,-6914,3.5
45,37,-4719,4.0
-2006,37,-3649,4.0
-83,37,-4323,4.0
2211,42,-2440,3.5
6930,37,-2863,3.5
-2002,37,-3271,4.0
-172,38,-2281,4.0
-2002,37,-4260,4.0
6930,37,-2002,4.0
2179,39,-2790,3.5
4659,30,-5795,4.0
4661,30,-5073,4.0
2467,39,-3028,3.5
3076,85,-6754,4.0
49,38,-5776,4.0
4489,37,-6419,3.5
3073,63,-3422,1.0
2182,39,-2614,3.5
4661,30,-6887,4.0
5907,37,-4273,3.5
3073,85,-6533,4.0
3076,85,-4367,4.0
3076,85,-6181,4.0
-2006,37,-2770,4.0
-1109,37,-4327,4.0
2951,44,-3028,3.5
6777,37,-4273,3.5
6930,37,-3436,3.5
4817,37,-5826,3.5
5714,37,-5332,3.5
-1983,37,-4327,4.0
45,38,-5603,4.0
2606,44,-3031,3.5
4659,30,-5222,4.0
3088,44,-3162,3.5
2284,39,-3031,3.5
132,38,-2278,4.0
2194,39,-3028,3.5
3073,85,-5682,4.0
3076,85,-3806,4.0
3216,85,-7187,4.0
3073,85,-3982,4.0
4510,37,-7423,4.0
6927,37,-2645,3.5
445,38,-2278,4.0
3700,85,-7190,4.0
2768,44,-3031,3.5
4659,30,-6368,4.0
4661,30,-5646,4.0
3055,42,-2796,3.5
3091,53,-3292,4.0
6231,37,-4273,3.5
-2006,37,-3510,4.0
-1710,37,-2278,4.0
-2002,37,-3132,4.0
5717,37,-4822,3.5
6930,37,-1479,4.0
4506,37,-8396,4.0
3265,85,-7190,4.0
4486,37,-6261,3.5
4489,37,-6992,3.5
5239,37,-5829,3.5
48,69,-6374,4.0
3073,85,-6828,4.0
3076,85,-4662,4.0
3076,85,-6476,4.0
2446,39,-3031,3.5
6927,37,-4154,3.5
5714,37,-5627,3.5
5717,37,-4544,3.5
6927,37,-3218,3.5
258,38,-2281,4.0
-356,38,-2278,4.0
3862,85,-7190,4.0
-1615,37,-2282,4.0
45,38,-5898,4.0
2179,39,-2651,3.5
4659,30,-5517,4.0
-2006,37,-4083,4.0
6930,37,-3297,3.5
-637,38,-2278,4.0
3073,85,-4441,4.0
-2002,37,-3705,4.0
5563,37,-5829,3.5
5714,37,-5054,3.5
4510,37,-7996,4.0
6930,37,-2390,4.0
3427,85,-7190,4.0
5279,37,-1588,4.0
-1359,37,-4323,4.0
45,38,-5325,4.0
-1124,38,-2278,4.0
-216,37,-4323,4.0
6828,37,-4273,3.5
-1791,37,-2278,4.0
4868,37,-5826,3.5
4506,46,-7148,4.0
3073,85,-6255,4.0
-1696,37,-2282,4.0
-1352,37,-4327,4.0
-795,37,-4323,4.0
4659,30,-6663,4.0
4661,30,-5941,4.0
6930,37,-3870,3.5
3073,85,-3843,4.0
5717,37,-5117,3.5
-2006,37,-2297,4.0
49,38,-4830,4.0
-1440,37,-4323,4.0
3002,44,-3028,3.5
4486,37,-6556,3.5
-19,37,-4327,4.0
5192,37,-5826,3.5
4659,30,-6090,4.0
4661,30,-5368,4.0
-700,38,-2281,4.0
3076,85,-5235,4.0
3076,85,-7049,4.0
4486,37,-5983,3.5
-1250,38,-2281,4.0
4225,85,-7190,4.0
122,38,-7448,4.0
-1205,38,-2278,4.0
4486,37,-6061,3.5
652,38,-2281,4.0
4489,37,-6619,3.5
6927,37,-2901,3.5
4659,30,-6168,4.0
4661,30,-5446,4.0
717,38,-2278,4.0
4510,37,-8217,4.0
5601,37,-5826,3.5
5903,37,-4276,3.5
6930,37,-1518,4.0
6248,37,-4273,3.5
3073,85,-6550,4.0
3076,85,-4384,4.0
4506,37,-8362,4.0
4191,85,-7190,4.0
5714,37,-5705,3.5
5717,37,-4622,3.5
4659,30,-5066,4.0
5714,37,-4603,3.5
-1305,37,-4327,4.0
-2006,37,-3944,4.0
3073,63,-3500,4.0
6619,37,-1125,4.0
49,38,-5759,4.0
6930,37,-2251,4.0
4659,30,-5951,4.0
4661,30,-5229,4.0
2981,44,-3031,3.5
2847,40,-2533,3.5
4489,37,-6836,3.5
6930,37,-2468,4.0
29,37,-4323,4.0
3073,85,-4241,4.0
3913,85,-7190,4.0
6930,37,-1351,4.0
-1035,37,-4323,4.0
49,37,-4458,4.0
5714,37,-5037,3.5
-976,38,-2278,4.0
-911,38,-2281,4.0
3073,85,-6767,4.0
3076,85,-4601,4.0
5580,37,-5829,3.5
3608,85,-7187,4.0
-2006,37,-4226,4.0
4510,37,-8651,4.0
6158,37,-1125,4.0
5410,37,-5829,3.5
6930,37,-3731,3.5
6057,37,-4276,3.5
4659,30,-5283,4.0
-2006,37,-3610,4.0
3073,85,-4060,4.0
-24,38,-2281,4.0
5714,37,-4820,3.5
396,38,-2278,4.0
3073,85,-6099,4.0
6726,37,-4273,3.5
4506,37,-7287,4.0
6930,37,-3948,3.5
4489,37,-7053,3.5
6927,37,-3118,3.5
3685,85,-7187,4.0
49,37,-4675,4.0
3076,63,-3563,4.0
-75,37,-4323,4.0
6930,37,-3397,3.5
-156,38,-2281,4.0
3073,85,-6984,4.0
3076,85,-4818,4.0
4659,30,-5500,4.0
3073,85,-3726,4.0
49,38,-4769,4.0
-307,38,-2278,4.0
3073,85,-5882,4.0
3076,85,-3906,4.0
4510,37,-8685,4.0
3088,44,-3262,3.5
-2002,37,-2520,4.0
2497,39,-3031,3.5
-539,38,-2278,4.0
6312,37,-1125,4.0
-1233,38,-2281,4.0
-493,38,-2281,4.0
-1529,38,-2278,4.0
-332,37,-4327,4.0
6927,37,-2784,3.5
4208,85,-7190,4.0
49,38,-5203,4.0
6265,37,-4273,3.5
-893,37,-4323,4.0
4663,37,-5826,3.5
-589,37,-4327,4.0
3073,85,-6316,4.0
3076,85,-4150,4.0
2610,44,-3028,3.5
-2002,37,-2737,4.0
-1636,37,-4323,4.0
4506,37,-7504,4.0
-1028,37,-4327,4.0
-2002,37,-4000,4.0
4493,37,-5826,3.5
6927,37,-4047,3.5
2179,39,-2751,3.5
6930,37,-2134,4.0
-2006,37,-3827,4.0
-1902,37,-4327,4.0
4399,85,-7187,4.0
49,38,-4986,4.0
3076,85,-5035,4.0
3076,85,-6676,4.0
-1939,37,-2282,4.0
3076,85,-7110,4.0
5597,37,-5829,3.5
3073,85,-5465,4.0
6419,37,-4273,3.5
6244,37,-4276,3.5
4661,30,-6531,4.0
-2002,37,-2403,4.0
45,37,-4441,4.0
45,38,-5820,4.0
5717,37,-5178,3.5
3073,85,-4363,4.0
2179,39,-2968,3.5
5717,37,-5707,3.5
-2006,37,-2592,4.0
-2002,37,-3666,4.0
4510,37,-7918,4.0
4489,37,-6063,3.5
6930,37,-3614,3.5
6927,37,-4215,3.5
3076,85,-5825,4.0
45,38,-5959,4.0
6347,37,-4276,3.5
477,38,-2278,4.0
3073,85,-5326,4.0
3076,85,-5157,4.0
5717,37,-5039,3.5
3606,85,-7190,4.0
4506,37,-8657,4.0
-200,37,-4323,4.0
-1838,37,-2278,4.0
